n,J,R,Random,MaxTwin_plus,WMaxTwin_plus,Gain_WMaxTwin_vs_Random_percent,Gain_WMaxTwin_vs_MaxTwin_percent,Gain_MaxTwin_vs_Random_percent,Median_abs_signed_overlap,Frac_MaxTwin_better_than_Random,Frac_WMaxTwin_better_than_MaxTwin
60,5,8,0.08797150213276031,0.061448316904798524,0.05451375115906878,38.032487979117924,11.285200466065529,30.149746889549398,0.13333333333333333,0.9666666666666667,0.9866666666666667
80,5,10,0.06929465210409728,0.04909403190761785,0.04384924648652781,36.720590759795336,10.68314256804036,29.15177374169254,0.1,1.0,0.9933333333333333
80,6,10,0.07345759993326789,0.05313451096633894,0.048573418881368964,33.87557049849819,8.584048299342511,27.666421153687754,0.1,0.9866666666666667,0.9733333333333334
120,5,12,0.05146555445037871,0.03646127057530364,0.03365109755534261,34.61433008015521,7.707282208274031,29.15403134253936,0.1,0.9933333333333333,1.0
